Ad Name,Day,Campaign Name,Ad Set Name,Reporting Ends,Impressions,Clicks (All),Amount Spent (USD),Video Plays,Video Plays [On Ad],ThruPlays,ThruPlays [On Ad],Link Clicks,Link Clicks [On Ad],Reach,Purchases,Purchases [1 Day After Viewing],Purchases [28 Days After Clicking],Landing Page Views,Landing Page Views [On Ad],Page Engagement,Page Engagement [On Ad],Page Engagement [1 Day After Viewing],Page Engagement [28 Days After Clicking],Reporting Starts
Find Yourself Here_LEARN_MORE_,02/21/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/21/2018,1300,11,8.72,,,,,11,11,759,,,,4,4,11,11,0,0,02/21/2018
University of Everyone_LEARN_MORE_,02/20/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/20/2018,1704,6,3.66,,,,,6,6,880,,,,2,2,6,6,0,0,02/20/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/20/2018,1033,2,8.21,,,,,,,954,,,,,,,,,,02/20/2018
"""I want to help make a difference, that's why I chose USM.""",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/20/2018,573,0,4.71,,,,,,,554,,,,,,,,,,02/20/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/20/2018,182,0,1.55,,,,,,,172,,,,,,,,,,02/20/2018
"Our transfer process helps you to continue your academic path, or explore new directions",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/20/2018,1748,6,10.49,,,,,,,1650,1,0,1,,,2,2,0,0,02/20/2018
Find Yourself Here_LEARN_MORE_,02/20/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/20/2018,2118,8,4.35,,,,,8,8,1123,,,,1,1,8,8,0,0,02/20/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/20/2018,679,6,4.51,,,,,,,658,,,,,,2,2,0,0,02/20/2018
"""I want to help make a difference, that's why I chose USM.""",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/20/2018,1359,7,9.1,,,,,,,1262,,,,,,3,3,0,0,02/20/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/20/2018,263,0,1.71,,,,,,,258,,,,,,,,,,02/20/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/20/2018,465,2,3.87,,,,,,,452,,,,,,2,2,0,0,02/20/2018
University of Everyone_LEARN_MORE_,02/20/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/20/2018,2668,10,5.9,,,,,9,9,1136,,,,2,2,9,9,0,0,02/20/2018
"Academic credit may be available to you through prior courses, military or work experience",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/20/2018,2910,7,16.98,,,,,,,2738,,,,,,5,5,0,0,02/20/2018
University of Everyone_Apply Now_,02/20/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/20/2018,1045,6,6.45,,,,,6,6,623,,,,1,1,6,6,0,0,02/20/2018
USM offers transfer opportunities and experienced advisors to help you with the process,02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/20/2018,1441,0,8.67,,,,,,,1389,,,,,,,,,,02/20/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/20/2018,252,0,1.76,,,,,,,244,,,,,,,,,,02/20/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/20/2018,1217,4,9.33,,,,,,,1118,,,,,,3,3,0,0,02/20/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/20/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/20/2018,377,0,2.63,,,,,,,370,,,,,,,,,,02/20/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/19/2018,126,0,1.02,,,,,,,123,,,,,,,,,,02/19/2018
Find Yourself Here_LEARN_MORE_,02/19/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/19/2018,1403,11,8.76,,,,,9,9,777,,,,1,1,10,10,0,0,02/19/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/19/2018,721,4,6.03,,,,,,,693,,,,,,2,2,0,0,02/19/2018
University of Everyone_LEARN_MORE_,02/19/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/19/2018,1408,6,3.23,,,,,5,5,752,,,,1,1,5,5,0,0,02/19/2018
"Our transfer process helps you to continue your academic path, or explore new directions",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/19/2018,1414,6,8.16,,,,,,,1349,,,,,,6,6,0,0,02/19/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/19/2018,1829,6,14.69,,,,,,,1599,,,,,,4,4,0,0,02/19/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/19/2018,511,1,3.86,,,,,,,500,,,,,,1,1,0,0,02/19/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/19/2018,508,5,4.35,,,,,,,487,,,,,,3,3,0,0,02/19/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/19/2018,370,0,2.88,,,,,,,364,,,,,,,,,,02/19/2018
"""I want to help make a difference, that's why I chose USM.""",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/19/2018,621,3,5.21,,,,,,,597,,,,,,2,2,0,0,02/19/2018
USM offers transfer opportunities and experienced advisors to help you with the process,02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/19/2018,3142,2,17.18,,,,,,,3033,,,,,,2,2,0,0,02/19/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/19/2018,497,0,3.62,,,,,,,484,,,,,,,,,,02/19/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/19/2018,214,2,1.6,,,,,,,211,,,,,,1,1,0,0,02/19/2018
University of Everyone_Apply Now_,02/19/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/19/2018,810,4,1.6,,,,,2,2,494,,,,,,3,3,0,0,02/19/2018
"""I want to help make a difference, that's why I chose USM.""",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/19/2018,1034,7,7.48,,,,,,,982,,,,,,3,3,0,0,02/19/2018
University of Everyone_LEARN_MORE_,02/19/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/19/2018,2083,7,4.34,,,,,6,6,951,,,,2,2,6,6,0,0,02/19/2018
"Academic credit may be available to you through prior courses, military or work experience",02/19/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/19/2018,1653,6,9.75,,,,,,,1558,,,,,,6,6,0,0,02/19/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/18/2018,345,1,2.6,,,,,,,329,,,,,,1,1,0,0,02/18/2018
"""I want to help make a difference, that's why I chose USM.""",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/18/2018,585,2,4.53,,,,,,,556,,,,,,2,2,0,0,02/18/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/18/2018,331,1,2.43,,,,,,,316,,,,,,,,,,02/18/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/18/2018,136,0,1.24,,,,,,,132,,,,,,,,,,02/18/2018
University of Everyone_LEARN_MORE_,02/18/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/18/2018,1895,9,9.12,,,,,8,8,900,,,,5,5,8,8,0,0,02/18/2018
"Academic credit may be available to you through prior courses, military or work experience",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/18/2018,1372,5,7.66,,,,,,,1325,,,,,,4,4,0,0,02/18/2018
"""I want to help make a difference, that's why I chose USM.""",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/18/2018,381,3,3.78,,,,,,,361,,,,,,1,1,0,0,02/18/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/18/2018,744,2,5.47,,,,,,,708,,,,,,2,2,0,0,02/18/2018
Find Yourself Here_LEARN_MORE_,02/18/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/18/2018,1344,7,6.33,,,,,8,8,695,,,,2,2,8,8,0,0,02/18/2018
University of Everyone_LEARN_MORE_,02/18/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/18/2018,3395,4,3.21,,,,,4,4,1385,,,,1,1,4,4,0,0,02/18/2018
USM offers transfer opportunities and experienced advisors to help you with the process,02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/18/2018,4219,4,21.66,,,,,,,4087,,,,,,,,,,02/18/2018
University of Everyone_Apply Now_,02/18/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/18/2018,1704,7,2.6,,,,,4,4,960,,,,1,1,5,5,0,0,02/18/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/18/2018,692,1,5.09,,,,,,,662,,,,,,1,1,0,0,02/18/2018
"Our transfer process helps you to continue your academic path, or explore new directions",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/18/2018,1016,1,5.65,,,,,,,968,,,,,,,,,,02/18/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/18/2018,487,2,4.75,,,,,,,480,,,,,,2,2,0,0,02/18/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/18/2018,1775,8,16.46,,,,,,,1591,,,,,,7,7,0,0,02/18/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/18/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/18/2018,402,1,4.16,,,,,,,395,,,,,,1,1,0,0,02/18/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/17/2018,165,0,1.54,,,,,,,160,,,,,,,,,,02/17/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/17/2018,287,0,2.03,,,,,,,265,,,,,,,,,,02/17/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/17/2018,487,4,3.4,,,,,,,459,,,,,,4,4,0,0,02/17/2018
University of Everyone_Apply Now_,02/17/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/17/2018,1691,13,11.69,,,,,9,9,911,,,,1,1,9,9,0,0,02/17/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/17/2018,1027,4,9.47,,,,,,,941,,,,,,2,2,0,0,02/17/2018
University of Everyone_LEARN_MORE_,02/17/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/17/2018,1112,5,1.72,,,,,4,4,521,,,,1,1,5,5,0,0,02/17/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/17/2018,232,3,2.19,,,,,,,222,,,,,,2,2,0,0,02/17/2018
University of Everyone_LEARN_MORE_,02/17/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/17/2018,2985,8,7.87,,,,,6,6,1205,,,,2,2,6,6,0,0,02/17/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/17/2018,553,1,3.87,,,,,,,507,,,,,,,,,,02/17/2018
"""I want to help make a difference, that's why I chose USM.""",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/17/2018,602,2,4.42,,,,,,,551,,,,,,1,1,0,0,02/17/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/17/2018,732,6,5.11,,,,,,,674,,,,,,5,5,0,0,02/17/2018
"""I want to help make a difference, that's why I chose USM.""",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/17/2018,474,3,4.27,,,,,,,442,,,,,,1,1,0,0,02/17/2018
USM offers transfer opportunities and experienced advisors to help you with the process,02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/17/2018,2323,2,12.29,,,,,,,2187,,,,,,3,3,0,0,02/17/2018
"Our transfer process helps you to continue your academic path, or explore new directions",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/17/2018,1594,1,8.69,,,,,,,1488,,,,,,1,1,0,0,02/17/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/17/2018,987,5,8.94,,,,,,,906,,,,,,3,3,0,0,02/17/2018
"Academic credit may be available to you through prior courses, military or work experience",02/17/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/17/2018,2641,4,14.21,,,,,,,2466,,,,,,1,1,0,0,02/17/2018
Find Yourself Here_LEARN_MORE_,02/17/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/17/2018,1320,3,1.11,,,,,2,2,713,,,,1,1,2,2,0,0,02/17/2018
"Academic credit may be available to you through prior courses, military or work experience",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/16/2018,3376,9,19.16,,,,,,,3138,,,,,,5,5,0,0,02/16/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/16/2018,428,1,3.5,,,,,,,416,,,,,,,,,,02/16/2018
University of Everyone_LEARN_MORE_,02/16/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/16/2018,1691,12,9.74,,,,,12,12,855,,,,4,4,12,12,0,0,02/16/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/16/2018,870,3,6.16,,,,,,,836,,,,,,2,2,0,0,02/16/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/16/2018,746,2,5.26,,,,,,,725,,,,,,2,2,0,0,02/16/2018
"Our transfer process helps you to continue your academic path, or explore new directions",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/16/2018,1543,4,8.62,,,,,,,1503,2,2,0,,,1,1,0,0,02/16/2018
University of Everyone_Apply Now_,02/16/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/16/2018,1247,7,3.58,,,,,4,4,713,,,,,,4,4,0,0,02/16/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/16/2018,331,0,2.8,,,,,,,324,,,,,,,,,,02/16/2018
Find Yourself Here_LEARN_MORE_,02/16/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/16/2018,1346,3,2.69,,,,,3,3,747,,,,,,3,3,0,0,02/16/2018
"""I want to help make a difference, that's why I chose USM.""",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/16/2018,830,2,7.18,,,,,,,805,,,,,,1,1,0,0,02/16/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/16/2018,521,1,4.25,,,,,,,497,,,,,,,,,,02/16/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/16/2018,1273,3,11.06,,,,,,,1194,,,,,,3,3,0,0,02/16/2018
University of Everyone_LEARN_MORE_,02/16/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/16/2018,1171,6,6.83,,,,,5,5,588,,,,1,1,5,5,0,0,02/16/2018
"""I want to help make a difference, that's why I chose USM.""",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/16/2018,520,2,3.87,,,,,,,505,,,,,,2,2,0,0,02/16/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/16/2018,469,2,3.23,,,,,,,456,,,,,,1,1,0,0,02/16/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/16/2018,405,2,2.92,,,,,,,395,,,,,,1,1,0,0,02/16/2018
USM offers transfer opportunities and experienced advisors to help you with the process,02/16/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/16/2018,1502,1,8.39,,,,,,,1469,,,,,,1,1,0,0,02/16/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/15/2018,1593,9,12.11,,,,,,,1420,,,,,,6,6,0,0,02/15/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/15/2018,798,2,5.61,,,,,,,766,3,3,0,,,,,,,02/15/2018
University of Everyone_LEARN_MORE_,02/15/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/15/2018,3344,6,6.22,,,,,6,6,1616,1,1,0,3,3,6,6,0,0,02/15/2018
University of Everyone_Apply Now_,02/15/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/15/2018,1862,10,10.26,,,,,7,7,1102,,,,1,1,7,7,0,0,02/15/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/15/2018,271,0,2.06,,,,,,,263,,,,,,,,,,02/15/2018
"""I want to help make a difference, that's why I chose USM.""",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/15/2018,629,3,4.87,,,,,,,612,,,,,,2,2,0,0,02/15/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/15/2018,371,0,2.52,,,,,,,356,,,,,,,,,,02/15/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/15/2018,291,0,2.08,,,,,,,285,,,,,,,,,,02/15/2018
University of Everyone_LEARN_MORE_,02/15/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/15/2018,1667,3,1.6,,,,,3,3,861,,,,2,2,3,3,0,0,02/15/2018
"""I want to help make a difference, that's why I chose USM.""",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/15/2018,850,1,5.86,,,,,,,814,,,,,,,,,,02/15/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,02/15/2018,570,0,4.24,,,,,,,541,,,,,,,,,,02/15/2018
Integrate community-based learning into your education while studying in vibrant Portland,02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/15/2018,463,2,3.17,,,,,,,455,,,,,,1,1,0,0,02/15/2018
Find Yourself Here_LEARN_MORE_,02/15/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/15/2018,2746,11,5.36,,,,,8,8,1483,,,,4,4,8,8,0,0,02/15/2018
"Academic credit may be available to you through prior courses, military or work experience",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/15/2018,1618,8,8.74,,,,,,,1576,,,,,,6,6,0,0,02/15/2018
USM offers transfer opportunities and experienced advisors to help you with the process,02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/15/2018,3415,4,17.02,,,,,,,3207,,,,,,3,3,0,0,02/15/2018
"Our transfer process helps you to continue your academic path, or explore new directions",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_CU_TR] FB_Transfers,02/15/2018,2122,2,10.24,,,,,,,2106,,,,,,1,1,0,0,02/15/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",02/15/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],02/15/2018,351,1,2.43,,,,,,,341,,,,,,,,,,02/15/2018
Find Yourself Here_LEARN_MORE_,02/14/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],02/14/2018,1357,5,1.9,,,,,5,5,787,,,,2,2,5,5,0,0,02/14/2018
